turn_number,phase,strategy,node_id,node_label,signal_name,signal_value,signal_weight,weighted_contribution,phase_multiplier,phase_bonus,base_score,final_score,rank,selected,gated,gate_signal
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,a4d22c83-920f-4367-b3c0-80fd8d722a77,when at work in the afternoon,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.1,0.1,27,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,convgraph.node.llm.charge.negative,True,0.25,0.25,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,9b6c982b-0714-4875-88c9-d4aad7c606f9,having a headache and running out of usual drink option,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,22,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,convgraph.node.llm.charge.negative,True,0.25,0.25,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,1cd75d12-abd0-4a01-8685-8849ba2bba19,usual go-to drink being unavailable,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,23,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,10ae7506-f102-4b89-a519-892db66bd627,get through the afternoon slump,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.1,0.1,28,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,095f3368-7c97-4043-9d9c-27a8fa1daade,"feeling cold, refreshed and alert to push through the day",meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.1,0.1,29,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,110fea77-5392-4c77-9845-b12642ce1383,grabbing a diet coke from the vending machine,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.1,0.1,30,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9173da63-b828-48c5-b988-7826af2ffdd8,relying on coffee as primary energy/pick-me-up solution,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.1,0.1,31,False,False,
1,early,surface_tension,9fdd2b13-8b85-4b3f-a6c6-0d2300b8cc98,"unplanned, reactive drink choice driven by immediate need",convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.1,0.1,32,False,False,
1,early,surface_tension,9fdd2b13-8b85-4b3f-a6c6-0d2300b8cc98,"unplanned, reactive drink choice driven by immediate need",convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.1,0.1,32,False,False,
1,early,surface_tension,9fdd2b13-8b85-4b3f-a6c6-0d2300b8cc98,"unplanned, reactive drink choice driven by immediate need",convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.1,0.1,32,False,False,
1,early,surface_tension,9fdd2b13-8b85-4b3f-a6c6-0d2300b8cc98,"unplanned, reactive drink choice driven by immediate need",response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.1,0.1,32,False,False,
