turn_number,phase,strategy,node_id,node_label,signal_name,signal_value,signal_weight,weighted_contribution,phase_multiplier,phase_bonus,base_score,final_score,rank,selected,gated,gate_signal
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,12c1e9b2-fc0f-479a-9198-9c9b4fac8787,mid-afternoon energy slump at work,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,26,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,7b641832-ff9b-4657-9e8f-bf689707a205,when at work during the afternoon,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,27,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,5a03e7d4-ce36-4e74-b161-4c0409bfe36f,get a refreshing energy boost to power through the afternoon,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,28,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,cb2d1815-c937-421c-aa75-fe274915ea39,avoiding sugar-induced energy crash later,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,29,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,bca90d50-6b43-42f2-9ad6-6c7c7e29b784,not wanting sugar in a drink,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,30,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,convgraph.node.focus.count.medium,False,0.1,0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,convgraph.node.novelty.high,True,0.25,0.25,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,convgraph.node.recency,0.0,0.15,0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,response.semantic.llm.certainty.low,True,0.4,0.4,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,response.semantic.llm.certainty.mid,False,0.2,0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,interview.strategy.self_count,0.0,-1.0,-0.0,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,c41779a7-a556-4315-8b59-5da4906625ba,feeling alert and awake without a crash,meta.saturation.canonical.high,True,-0.3,-0.3,1.0,0.0,0.35,0.35,31,False,False,
1,early,surface_tension,6c77e9d1-3f8e-4b28-b2e2-cda2588bcf3f,cold and carbonated sensation as a pick-me-up,convgraph.node.yield_stagnation.true,False,0.25,0.0,1.0,0.0,0.35,0.35,32,False,False,
