turn_number,phase,strategy,node_id,node_label,signal_name,signal_value,signal_weight,weighted_contribution,phase_multiplier,phase_bonus,base_score,final_score,rank,selected,gated,gate_signal
1,early,surface_tension,841c4c2f-49d9-4915-a726-44a06f0f2f62,trying to cut back on sugar,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,37,False,False,
1,early,surface_tension,841c4c2f-49d9-4915-a726-44a06f0f2f62,trying to cut back on sugar,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,37,False,False,
1,early,surface_tension,841c4c2f-49d9-4915-a726-44a06f0f2f62,trying to cut back on sugar,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,37,False,False,
1,early,surface_tension,69375adc-3bd8-430d-b152-005fb9bf13f8,craving something fizzy,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,38,False,False,
1,early,surface_tension,69375adc-3bd8-430d-b152-005fb9bf13f8,craving something fizzy,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,38,False,False,
1,early,surface_tension,69375adc-3bd8-430d-b152-005fb9bf13f8,craving something fizzy,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,38,False,False,
1,early,surface_tension,8f0135ba-239c-4bc8-80cc-96b8540d5a30,being thirsty with a convenient sale item nearby,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,39,False,False,
1,early,surface_tension,8f0135ba-239c-4bc8-80cc-96b8540d5a30,being thirsty with a convenient sale item nearby,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,39,False,False,
1,early,surface_tension,8f0135ba-239c-4bc8-80cc-96b8540d5a30,being thirsty with a convenient sale item nearby,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,39,False,False,
1,early,surface_tension,2bee0dba-d006-40d5-8b7b-4f7f10f48797,no consistent habit with sugar-free drinks,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,40,False,False,
1,early,surface_tension,2bee0dba-d006-40d5-8b7b-4f7f10f48797,no consistent habit with sugar-free drinks,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,40,False,False,
1,early,surface_tension,2bee0dba-d006-40d5-8b7b-4f7f10f48797,no consistent habit with sugar-free drinks,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,40,False,False,
1,early,surface_tension,92ea94fd-c751-43ac-a703-6ae663b1d603,uncertainty about whether artificial sweeteners are safe,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,41,False,False,
1,early,surface_tension,92ea94fd-c751-43ac-a703-6ae663b1d603,uncertainty about whether artificial sweeteners are safe,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,41,False,False,
1,early,surface_tension,92ea94fd-c751-43ac-a703-6ae663b1d603,uncertainty about whether artificial sweeteners are safe,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,41,False,False,
1,early,surface_tension,c8817214-974f-4f13-80a7-706c457834a0,feel like I'm making the healthier choice,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,42,False,False,
1,early,surface_tension,c8817214-974f-4f13-80a7-706c457834a0,feel like I'm making the healthier choice,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,42,False,False,
1,early,surface_tension,c8817214-974f-4f13-80a7-706c457834a0,feel like I'm making the healthier choice,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,42,False,False,
1,early,surface_tension,4e93c195-0240-4e89-bfca-47dbf7906411,grabbing diet cola at the grocery store,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,43,False,False,
1,early,surface_tension,4e93c195-0240-4e89-bfca-47dbf7906411,grabbing diet cola at the grocery store,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,43,False,False,
1,early,surface_tension,4e93c195-0240-4e89-bfca-47dbf7906411,grabbing diet cola at the grocery store,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,43,False,False,
1,early,surface_tension,4861e4ba-8306-4196-9dc8-2905fe189845,reverting to regular soda or water,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,0.8,0.8,44,False,False,
1,early,surface_tension,4861e4ba-8306-4196-9dc8-2905fe189845,reverting to regular soda or water,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,0.8,0.8,44,False,False,
1,early,surface_tension,4861e4ba-8306-4196-9dc8-2905fe189845,reverting to regular soda or water,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,0.8,0.8,44,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,convgraph.node.llm.elaboration.low,True,0.6,0.6,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,convgraph.node.llm.elaboration.high,False,-0.4,0.0,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_e6d74ba2bf9a,,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,1.4,1.4,5,False,False,
1,early,surface_tension,slot_c0e3f604399e,,convgraph.node.llm.elaboration.low,True,0.6,0.6,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_c0e3f604399e,,convgraph.node.llm.elaboration.high,False,-0.4,0.0,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_c0e3f604399e,,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_c0e3f604399e,,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_c0e3f604399e,,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_c0e3f604399e,,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,1.4,1.4,6,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,convgraph.node.llm.elaboration.low,True,0.6,0.6,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,convgraph.node.llm.elaboration.high,False,-0.4,0.0,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_65a6c2c86b8f,,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,1.4,1.4,7,False,False,
1,early,surface_tension,slot_b086138b02c8,,convgraph.node.llm.elaboration.low,False,0.6,0.0,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_b086138b02c8,,convgraph.node.llm.elaboration.high,False,-0.4,0.0,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_b086138b02c8,,convgraph.node.llm.charge.negative,True,0.25,0.25,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_b086138b02c8,,response.semantic.llm.certainty.low,True,0.8,0.8,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_b086138b02c8,,response.semantic.llm.certainty.mid,False,0.4,0.0,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_b086138b02c8,,interview.strategy.self_count,0.0,-0.3,-0.0,1.0,0.0,1.05,1.05,29,False,False,
1,early,surface_tension,slot_3f486e3c09be,,convgraph.node.llm.elaboration.low,True,0.6,0.6,1.0,0.0,1.4,1.4,8,False,False,
1,early,surface_tension,slot_3f486e3c09be,,convgraph.node.llm.elaboration.high,False,-0.4,0.0,1.0,0.0,1.4,1.4,8,False,False,
1,early,surface_tension,slot_3f486e3c09be,,convgraph.node.llm.charge.negative,False,0.25,0.0,1.0,0.0,1.4,1.4,8,False,False,
